GEOID,state_code,state_abbr,state_name,2010_density,2010_diversity_index,2010_pop,2010_pop_hisp,2010_pop_white_non_hisp,2010_pop_black_non_hisp,2010_pop_aian_non_hisp,2010_pop_asian_non_hisp,2010_pop_nhpi_non_hisp,2010_pop_other_non_hisp,2010_pop_two_plus_non_hisp,2010_vap,2010_vap_hisp,2010_vap_white_non_hisp,2010_vap_black_non_hisp,2010_vap_aian_non_hisp,2010_vap_asian_non_hisp,2010_vap_nhpi_non_hisp,2010_vap_other_non_hisp,2010_vap_two_plus_non_hisp,2010_u18,2010_u18_hisp,2010_u18_white_non_hisp,2010_u18_black_non_hisp,2010_u18_aian_non_hisp,2010_u18_asian_non_hisp,2010_u18_nhpi_non_hisp,2010_u18_other_non_hisp,2010_u18_two_plus_non_hisp,2010_gq,2010_gq_inst,2010_gq_inst_correctional,2010_gq_inst_juvenile,2010_gq_inst_nurse,2010_gq_inst_other,2010_gq_noninst,2010_gq_noninst_college,2010_gq_noninst_military,2010_gq_noninst_other,2010_prop_gq_inst_correctional_of_pop,2010_hu,2010_hu_occupied,2010_hu_vacant,2010_vacancy_rate,2010_land_area_sqmeters,2010_land_area_sqmi,2010_water_area_sqmeters,2020_density,2020_diversity_index,2020_pop,2020_pop_hisp,2020_pop_white_non_hisp,2020_pop_black_non_hisp,2020_pop_aian_non_hisp,2020_pop_asian_non_hisp,2020_pop_nhpi_non_hisp,2020_pop_other_non_hisp,2020_pop_two_plus_non_hisp,2020_vap,2020_vap_hisp,2020_vap_white_non_hisp,2020_vap_black_non_hisp,2020_vap_aian_non_hisp,2020_vap_asian_non_hisp,2020_vap_nhpi_non_hisp,2020_vap_other_non_hisp,2020_vap_two_plus_non_hisp,2020_u18,2020_u18_hisp,2020_u18_white_non_hisp,2020_u18_black_non_hisp,2020_u18_aian_non_hisp,2020_u18_asian_non_hisp,2020_u18_nhpi_non_hisp,2020_u18_other_non_hisp,2020_u18_two_plus_non_hisp,2020_gq,2020_gq_inst,2020_gq_inst_correctional,2020_gq_inst_juvenile,2020_gq_inst_nurse,2020_gq_inst_other,2020_gq_noninst,2020_gq_noninst_college,2020_gq_noninst_military,2020_gq_noninst_other,2020_prop_gq_inst_correctional_of_pop,2020_hu,2020_hu_occupied,2020_hu_vacant,2020_vacancy_rate,2020_land_area_sqmeters,2020_land_area_sqmi,2020_water_area_sqmeters,raw_change_density,raw_change_diversity_index,raw_change_pop,raw_change_pop_hisp,raw_change_pop_white_non_hisp,raw_change_pop_black_non_hisp,raw_change_pop_aian_non_hisp,raw_change_pop_asian_non_hisp,raw_change_pop_nhpi_non_hisp,raw_change_pop_other_non_hisp,raw_change_pop_two_plus_non_hisp,raw_change_vap,raw_change_vap_hisp,raw_change_vap_white_non_hisp,raw_change_vap_black_non_hisp,raw_change_vap_aian_non_hisp,raw_change_vap_asian_non_hisp,raw_change_vap_nhpi_non_hisp,raw_change_vap_other_non_hisp,raw_change_vap_two_plus_non_hisp,raw_change_u18,raw_change_u18_hisp,raw_change_u18_white_non_hisp,raw_change_u18_black_non_hisp,raw_change_u18_aian_non_hisp,raw_change_u18_asian_non_hisp,raw_change_u18_nhpi_non_hisp,raw_change_u18_other_non_hisp,raw_change_u18_two_plus_non_hisp,raw_change_gq,raw_change_gq_inst,raw_change_gq_inst_correctional,raw_change_gq_inst_juvenile,raw_change_gq_inst_nurse,raw_change_gq_inst_other,raw_change_gq_noninst,raw_change_gq_noninst_college,raw_change_gq_noninst_military,raw_change_gq_noninst_other,raw_change_prop_gq_inst_correctional_of_pop,raw_change_hu,raw_change_hu_occupied,raw_change_hu_vacant,raw_change_vacancy_rate,raw_change_land_area_meters,raw_change_land_area_sqmi,raw_change_water_area_meters,prop_change_density,prop_change_pop,prop_change_pop_hisp,prop_change_pop_white_non_hisp,prop_change_pop_black_non_hisp,prop_change_pop_aian_non_hisp,prop_change_pop_asian_non_hisp,prop_change_pop_nhpi_non_hisp,prop_change_pop_other_non_hisp,prop_change_pop_two_plus_non_hisp,prop_change_vap,prop_change_vap_hisp,prop_change_vap_white_non_hisp,prop_change_vap_black_non_hisp,prop_change_vap_aian_non_hisp,prop_change_vap_asian_non_hisp,prop_change_vap_nhpi_non_hisp,prop_change_vap_other_non_hisp,prop_change_vap_two_plus_non_hisp,prop_change_u18,prop_change_u18_hisp,prop_change_u18_white_non_hisp,prop_change_u18_black_non_hisp,prop_change_u18_aian_non_hisp,prop_change_u18_asian_non_hisp,prop_change_u18_nhpi_non_hisp,prop_change_u18_other_non_hisp,prop_change_u18_two_plus_non_hisp,prop_change_gq,prop_change_gq_inst,prop_change_gq_inst_correctional,prop_change_gq_inst_juvenile,prop_change_gq_inst_nurse,prop_change_gq_inst_other,prop_change_gq_noninst,prop_change_gq_noninst_college,prop_change_gq_noninst_military,prop_change_gq_noninst_other,prop_change_hu,prop_change_hu_occupied,prop_change_hu_vacant,prop_change_land_area_sqmi,flag_prop_change_land_area
0400000US30,30,MT,Montana,6.797963194743435,22,989415,28565,868628,3743,59902,6138,609,540,21290,765852,17420,689188,2617,38949,4838,464,367,12009,223563,11145,179440,1126,20953,1300,145,173,9281,28849,11929,5338,1020,5200,371,16920,8332,678,7910,0.54,482825,409607,73218,15.16,376961878670,145545.80124309455,3869200368,7.4491401754546915,30,1084225,45199,901318,5077,64592,8077,839,4374,54749,850123,29908,727553,3781,42717,6666,642,3326,35530,234102,15291,173765,1296,21875,1411,197,1048,19219,29304,13051,5774,807,6302,168,16253,8079,619,7555,0.53,514803,447812,66991,13.01,376973673895,145550.35540512158,3866689601,0.6511769807112566,8,94810,16634,32690,1334,4690,1939,230,3834,33459,84271,12488,38365,1164,3768,1828,178,2959,23521,10539,4146,-5675,170,922,111,52,875,9938,455,1122,436,-213,1102,-203,-667,-253,-59,-355,-0.010000000000000009,31978,38205,-6227,-2.1500000000000004,11795225,4.554162027023267,-2510767,9.58,9.58,58.23,3.76,35.64,7.83,31.59,37.77,710,157.16,11,71.69,5.57,44.48,9.67,37.78,38.36,806.27,195.86,4.71,37.2,-3.16,15.1,4.4,8.54,35.86,505.78,107.08,1.58,9.41,8.17,-20.88,21.19,-54.72,-3.94,-3.04,-8.7,-4.49,6.62,9.33,-8.5,0,0
0400000US31,31,NE,Nebraska,23.772999721247793,31,1826341,167405,1499753,80959,14797,31919,966,2116,28426,1367120,98221,1166956,54981,9637,23417,686,1046,12176,459221,69184,332797,25978,5160,8502,280,1070,16250,51165,23633,8084,1673,13519,357,27532,22073,443,5016,0.44,796793,721130,75663,9.5,198973681461,76824.17117801317,1356219849,25.53447370052074,41,1961504,234715,1484687,94405,15051,52359,1318,6335,72634,1476127,145297,1169255,66088,10112,38794,942,4314,41325,485377,89418,315432,28317,4939,13565,376,2021,31309,49502,22557,8998,790,12679,90,26945,20831,219,5895,0.46,844278,773312,70966,8.41,198957373531,76817.87465077058,1371117957,1.761473979272946,10,135163,67310,-15066,13446,254,20440,352,4219,44208,109007,47076,2299,11107,475,15377,256,3268,29149,26156,20234,-17365,2339,-221,5063,96,951,15059,-1663,-1076,914,-883,-840,-267,-587,-1242,-224,879,0.020000000000000018,47485,52182,-4697,-1.0899999999999999,-16307930,-6.296527242593584,14898108,7.41,7.4,40.21,-1,16.61,1.72,64.04,36.44,199.39,155.52,7.97,47.93,0.2,20.2,4.93,65.67,37.32,312.43,239.4,5.7,29.25,-5.22,9,-4.28,59.55,34.29,88.88,92.67,-3.25,-4.55,11.31,-52.78,-6.21,-74.79,-2.13,-5.63,-50.56,17.52,5.96,7.24,-6.21,-0.01,0
0400000US32,32,NV,Nevada,24.599398660164315,62,2700551,716501,1462081,208058,23536,191047,15456,4740,79132,2035543,454534,1199298,152510,17857,154572,11283,3059,42430,665008,261967,262783,55548,5679,36475,4173,1681,36702,36154,25835,19891,819,5005,120,10319,3336,1022,5961,0.74,1173814,1006250,167564,14.28,284331937541,109781.17950392049,2047761678,28.259613116040413,69,3104614,890257,1425952,291960,23392,265991,22970,17171,166921,2413326,609396,1205651,219333,18317,224400,17118,12441,106670,691288,280861,220301,72627,5075,41591,5852,4730,60251,36954,26066,19575,723,5357,411,10888,4215,724,5949,0.63,1281018,1177649,103369,8.07,284537264244,109860.45659053247,1839662252,3.6602144558760976,7,404063,173756,-36129,83902,-144,74944,7514,12431,87789,377783,154862,6353,66823,460,69828,5835,9382,64240,26280,18894,-42482,17079,-604,5116,1679,3049,23549,800,231,-316,-96,352,291,569,879,-298,-12,-0.10999999999999999,107204,171399,-64195,-6.209999999999999,205326703,79.27708661198267,-208099426,14.88,14.96,24.25,-2.47,40.33,-0.61,39.23,48.62,262.26,110.94,18.56,34.07,0.53,43.82,2.58,45.18,51.71,306.7,151.4,3.95,7.21,-16.17,30.75,-10.64,14.03,40.23,181.38,64.16,2.21,0.89,-1.59,-11.72,7.03,242.5,5.51,26.35,-29.16,-0.2,9.13,17.03,-38.31,0.07,0
0400000US33,33,NH,New Hampshire,147.04806038642545,15,1316470,36704,1215050,13625,2693,28241,329,1803,18025,1029236,22934,962931,9436,2124,20822,264,1237,9488,287234,13770,252119,4189,569,7419,65,566,8537,40104,13113,4851,472,7767,23,26991,22820,454,3717,0.37,614754,518973,95781,15.58,23187259277,8952.65123892466,1026959156,153.849333514992,24,1377529,59454,1200649,18655,2299,35604,388,5916,54564,1120680,39800,995751,13858,1930,27989,303,4443,36606,256849,19654,204898,4797,369,7615,85,1473,17958,42735,14282,4395,415,9363,109,28453,22883,0,5570,0.32,638795,556357,82438,12.91,23190113978,8953.753445189708,1025973001,6.8012731285665495,9,61059,22750,-14401,5030,-394,7363,59,4113,36539,91444,16866,32820,4422,-194,7167,39,3206,27118,-30385,5884,-47221,608,-200,196,20,907,9421,2631,1169,-456,-57,1596,86,1462,63,-454,1853,-0.04999999999999999,24041,37384,-13343,-2.67,2854701,1.102206265048153,-986155,4.63,4.64,61.98,-1.19,36.92,-14.63,26.07,17.93,228.12,202.71,8.88,73.54,3.41,46.86,-9.13,34.42,14.77,259.18,285.81,-10.58,42.73,-18.73,14.51,-35.15,2.64,30.77,160.25,110.35,6.56,8.91,-9.4,-12.08,20.55,373.91,5.42,0.28,-100,49.85,3.91,7.2,-13.93,0.01,0
0400000US34,34,NJ,New Jersey,1195.489655547651,59,8791894,1555144,5214878,1125401,12227,719827,1963,27610,134844,6726680,1094143,4149566,832756,8784,546294,1563,18818,74756,2065214,461001,1065312,292645,3443,173533,400,8792,60088,186876,100621,44468,7555,45512,3086,86255,55483,1452,29320,0.51,3553562,3214360,339202,9.55,19047341691,7354.220054687512,3544030209,1262.990935557194,66,9288994,2002575,4816381,1154142,11206,942921,1944,70354,289471,7281310,1435999,3966396,896947,8209,740609,1586,48057,183507,2007684,566576,849985,257195,2997,202312,358,22297,105964,180375,84517,36851,1337,43373,2956,95858,65650,1077,29131,0.4,3761229,3426102,335127,8.91,19048737655,7354.759039424121,3533261945,67.50128000954305,7,497100,447431,-398497,28741,-1021,223094,-19,42744,154627,554630,341856,-183170,64191,-575,194315,23,29239,108751,-57530,105575,-215327,-35450,-446,28779,-42,13505,45876,-6501,-16104,-7617,-6218,-2139,-130,9603,10167,-375,-189,-0.10999999999999999,207667,211742,-4075,-0.6400000000000006,1395964,0.5389847366086542,-10768264,5.65,5.65,28.77,-7.64,2.55,-8.35,30.99,-0.97,154.81,114.67,8.25,31.24,-4.41,7.71,-6.55,35.57,1.47,155.38,145.47,-2.79,22.9,-20.21,-12.11,-12.95,16.58,-10.5,153.61,76.35,-3.48,-16,-17.13,-82.3,-4.7,-4.21,11.13,18.32,-25.83,-0.64,5.84,6.59,-1.2,0.01,0
0400000US35,35,NM,New Mexico,16.97617837279187,61,2059179,953403,833810,35462,175368,26305,1246,3750,29835,1540507,651326,697848,27453,121962,20956,987,2633,17342,518672,302077,135962,8009,53406,5349,259,1117,12493,42629,25266,17907,1078,5567,714,17363,8478,1789,7096,0.87,901388,791395,109993,12.2,314160748240,121298.1481921924,756659673,17.455065845672603,63,2117522,1010811,772952,38330,188610,35261,1451,10340,59767,1638989,726764,664062,30778,137360,28989,1199,7925,41912,478533,284047,108890,7552,51250,6272,252,2415,17855,42850,22109,14807,752,6176,374,20741,9436,2831,8474,0.7,940859,829514,111345,11.83,314198560935,121312.74775597415,726482115,0.4788874728807322,2,58343,57408,-60858,2868,13242,8956,205,6590,29932,98482,75438,-33786,3325,15398,8033,212,5292,24570,-40139,-18030,-27072,-457,-2156,923,-7,1298,5362,221,-3157,-3100,-326,609,-340,3378,958,1042,1378,-0.17000000000000004,39471,38119,1352,-0.3699999999999992,37812695,14.599563781754114,-30177558,2.82,2.83,6.02,-7.3,8.09,7.55,34.05,16.45,175.73,100.33,6.39,11.58,-4.84,12.11,12.63,38.33,21.48,200.99,141.68,-7.74,-5.97,-19.91,-5.71,-4.04,17.26,-2.7,116.2,42.92,0.52,-12.5,-17.31,-30.24,10.94,-47.62,19.46,11.3,58.24,19.42,4.38,4.82,1.23,0.01,0
0400000US36,36,NY,New York,411.1942045523876,60,19378102,3416922,11304247,2783857,53908,1406194,5320,81620,326034,15053173,2444400,9098296,2095446,39142,1120061,4202,56680,194946,4324929,972522,2205951,688411,14766,286133,1118,24940,131088,585678,231163,95306,9149,116558,10150,354515,218960,8100,127455,0.49,8108103,7317755,790348,9.75,122056806947,47126.398634665486,19239924100,428.686586607738,66,20201249,3948032,10598907,2759022,54908,1916329,6097,197107,720847,16088135,2925886,8761517,2176551,42624,1551634,4766,137513,487644,4113114,1022146,1837390,582471,12284,364695,1331,59594,233203,608783,186286,62707,5113,111115,7351,422497,226149,5649,190699,0.31,8488066,7715172,772894,9.11,122049520861,47123.58546101372,19256750161,17.49238205535039,6,823147,531110,-705340,-24835,1000,510135,777,115487,394813,1034962,481486,-336779,81105,3482,431573,564,80833,292698,-211815,49624,-368561,-105940,-2482,78562,213,34654,102115,23105,-44877,-32599,-4036,-5443,-2799,67982,7189,-2451,63244,-0.18,379963,397417,-17454,-0.6400000000000006,-7286086,-2.813173651768011,16826061,4.25,4.25,15.54,-6.24,-0.89,1.86,36.28,14.61,141.49,121.1,6.88,19.7,-3.7,3.87,8.9,38.53,13.42,142.61,150.14,-4.9,5.1,-16.71,-15.39,-16.81,27.46,19.05,138.95,77.9,3.95,-19.41,-34.2,-44.11,-4.67,-27.58,19.18,3.28,-30.26,49.62,4.69,5.43,-2.21,-0.01,0
0400000US37,37,NC,North Carolina,196.13109510009323,52,9535483,800120,6223995,2019854,108829,206579,5259,15088,155759,7253848,492330,4964325,1480769,79295,152537,3791,7167,73634,2281635,307790,1259670,539085,29534,54042,1468,7921,82125,257246,113296,61680,3019,46638,1959,143950,89795,26326,27829,0.65,4327528,3745155,582373,13.46,125919791207,48617.90525940661,13471186331,214.70054804437743,58,10439388,1118596,6312148,2107526,100886,340059,6980,46340,406853,8155099,724311,5189633,1620569,77335,257602,5144,30113,250392,2284289,394285,1122515,486957,23551,82457,1836,16227,156461,285522,112229,59099,2119,48719,2292,173293,109150,36715,27428,0.57,4708710,4160856,547854,11.63,125933025759,48623.015148718834,13456395178,18.569452944284194,6,903905,318476,88153,87672,-7943,133480,1721,31252,251094,901251,231981,225308,139800,-1960,105065,1353,22946,176758,2654,86495,-137155,-52128,-5983,28415,368,8306,74336,28276,-1067,-2581,-900,2081,333,29343,19355,10389,-401,-0.08000000000000007,381182,415701,-34519,-1.83,13234552,5.1098893122252775,-14791153,9.47,9.48,39.8,1.42,4.34,-7.3,64.61,32.72,207.13,161.21,12.42,47.12,4.54,9.44,-2.47,68.88,35.69,320.16,240.05,0.12,28.1,-10.89,-9.67,-20.26,52.58,25.07,104.86,90.52,10.99,-0.94,-4.18,-29.81,4.46,17,20.38,21.55,39.46,-1.44,8.81,11.1,-5.93,0.01,0
0400000US38,38,ND,North Dakota,9.74758290090029,21,672591,13467,598007,7720,35562,6839,290,341,10365,522720,8064,475686,5157,22786,5563,219,197,5048,149871,5403,122321,2563,12776,1276,71,144,5317,25056,9675,2489,383,6433,370,15381,10570,1380,3431,0.37,317498,281192,36306,11.44,178711239147,69000.79812995273,4396568298,11.291894431119161,33,779094,33412,636160,26152,37350,13050,869,1853,30248,596093,21603,503153,17608,24119,10252,643,1284,17431,183001,11809,133007,8544,13231,2798,226,569,12817,26250,10628,2571,172,7785,100,15622,11282,739,3601,0.33,370642,322553,48089,12.97,178698456949,68995.86289550376,4410633765,1.5443115302188701,12,106503,19945,38153,18432,1788,6211,579,1512,19883,73373,13539,27467,12451,1333,4689,424,1087,12383,33130,6406,10686,5981,455,1522,155,425,7500,1194,953,82,-211,1352,-270,241,712,-641,170,-0.03999999999999998,53144,41361,11783,1.5300000000000011,-12782198,-4.93523444897437,14065467,15.84,15.83,148.1,6.38,238.76,5.03,90.82,199.66,443.4,191.83,14.04,167.89,5.77,241.44,5.85,84.29,193.61,551.78,245.31,22.11,118.56,8.74,233.36,3.56,119.28,218.31,295.14,141.06,4.77,9.85,3.29,-55.09,21.02,-72.97,1.57,6.74,-46.45,4.95,16.74,14.71,32.45,-0.01,0
0400000US39,39,OH,Ohio,282.3374475217952,33,11536504,354674,9359263,1389115,20906,190765,3400,15158,203223,8805753,218924,7330425,993016,16698,145508,2389,6687,92106,2730751,135750,2028838,396099,4208,45257,1011,8471,111117,306266,166042,76590,4862,83019,1571,140224,106042,571,33611,0.66,5127508,4603435,524073,10.22,105828706692,40860.69383024168,10269012119,288.7862425580492,40,11799448,521308,8954135,1457180,18949,296604,4493,45217,501562,9207562,336028,7218892,1073902,15496,228920,3233,28843,302248,2591886,185280,1735243,383278,3453,67684,1260,16374,199314,299628,155645,67080,2398,85112,1055,143983,111646,330,32007,0.57,5242524,4808773,433751,8.27,105823700104,40858.760775725605,10274656132,6.448795036254012,7,262944,166634,-405128,68065,-1957,105839,1093,30059,298339,401809,117104,-111533,80886,-1202,83412,844,22156,210142,-138865,49530,-293595,-12821,-755,22427,249,7903,88197,-6638,-10397,-9510,-2464,2093,-516,3759,5604,-241,-1604,-0.09000000000000008,115016,205338,-90322,-1.950000000000001,-5006588,-1.9330545160773909,5644013,2.28,2.28,46.98,-4.33,4.9,-9.36,55.48,32.15,198.3,146.8,4.56,53.49,-1.52,8.15,-7.2,57.32,35.33,331.33,228.15,-5.09,36.49,-14.47,-3.24,-17.94,49.55,24.63,93.29,79.37,-2.17,-6.26,-12.42,-50.68,2.52,-32.85,2.68,5.28,-42.21,-4.77,2.24,4.46,-17.23,-0,0
0400000US40,40,OK,Oklahoma,54.688466142763836,51,3751351,332007,2575381,272071,308733,64154,3977,2954,192074,2821685,199457,2055504,195546,207883,48930,2701,1792,109872,929666,132550,519877,76525,100850,15224,1276,1162,82202,112017,64411,40562,1551,21678,620,47606,30148,7203,10255,1.08,1664378,1460450,203928,12.25,177660021556,68594.92073167907,3377212498,57.71943536243552,60,3959353,471931,2407188,283242,311890,89653,8168,13602,373679,3010698,295621,1963854,212976,219638,69282,5082,10012,234233,948655,176310,443334,70266,92252,20371,3086,3590,139446,117304,64747,38455,1260,23752,1280,52557,35150,6665,10742,0.97,1746807,1535830,210977,12.08,177664190465,68596.5303565113,3373689316,3.0309692196716824,9,208002,139924,-168193,11171,3157,25499,4191,10648,181605,189013,96164,-91650,17430,11755,20352,2381,8220,124361,18989,43760,-76543,-6259,-8598,5147,1810,2428,57244,5287,336,-2107,-291,2074,660,4951,5002,-538,487,-0.1100000000000001,82429,75380,7049,-0.16999999999999993,4168909,1.6096248322282918,-3523182,5.54,5.54,42.14,-6.53,4.11,1.02,39.75,105.38,360.46,94.55,6.7,48.21,-4.46,8.91,5.65,41.59,88.15,458.71,113.19,2.04,33.01,-14.72,-8.18,-8.53,33.81,141.85,208.95,69.64,4.72,0.52,-5.19,-18.76,9.57,106.45,10.4,16.59,-7.47,4.75,4.95,5.16,3.46,0,0
0400000US41,41,OR,Oregon,39.91200435831229,37,3831074,450062,3005848,64984,42706,139436,12697,5502,109839,2964621,269748,2432835,46946,31862,108223,8813,3785,62409,866453,180314,573013,18038,10844,31213,3884,1717,47430,86642,36612,22203,2171,11491,747,50030,23704,178,26148,0.58,1675562,1518938,156624,9.35,248607802255,95988.0131703313,6191433228,44.139933358992096,46,4237256,588757,3036158,78658,42042,191797,18197,22962,258685,3370652,389394,2526275,60012,32769,156707,13091,17541,174863,866604,199363,509883,18646,9273,35090,5106,5421,83822,96930,37498,20434,1486,14441,1137,59432,25364,145,33923,0.48,1813747,1671983,141764,7.82,248628426864,95995.97637672453,6170953359,4.227929000679808,9,406182,138695,30310,13674,-664,52361,5500,17460,148846,406031,119646,93440,13066,907,48484,4278,13756,112454,151,19049,-63130,608,-1571,3877,1222,3704,36392,10288,886,-1769,-685,2950,390,9402,1660,-33,7775,-0.09999999999999998,138185,153045,-14860,-1.5299999999999994,20624609,7.96320639323676,-20479869,10.59,10.6,30.82,1.01,21.04,-1.55,37.55,43.32,317.34,135.51,13.7,44.35,3.84,27.83,2.85,44.8,48.54,363.43,180.19,0.02,10.56,-11.02,3.37,-14.49,12.42,31.46,215.73,76.73,11.87,2.42,-7.97,-31.55,25.67,52.21,18.79,7,-18.54,29.73,8.25,10.08,-9.49,0.01,0
0400000US42,42,PA,Pennsylvania,283.8983364498191,35,12702379,719660,10094652,1327091,16909,346288,2715,16469,178595,9910224,459421,8111276,963866,13163,264676,2109,9383,86330,2792155,260239,1983376,363225,3746,81612,606,7086,92265,426113,197112,97820,8840,87775,2677,229001,177332,259,51410,0.77,5567315,5018904,548411,9.85,115883064314,44742.703176230934,3397122731,290.6133491758097,44,13002700,1049615,9553417,1368978,15028,506674,3162,54541,451285,10353548,704258,7884010,1039831,12123,398348,2519,36798,275661,2649152,345357,1669407,329147,2905,108326,643,17743,175624,404096,179572,81297,4476,90797,3002,224524,176483,57,47984,0.63,5742828,5210598,532230,9.27,115881934065,44742.26678463375,3397760687,6.715012725990562,9,300321,329955,-541235,41887,-1881,160386,447,38072,272690,443324,244837,-227266,75965,-1040,133672,410,27415,189331,-143003,85118,-313969,-34078,-841,26714,37,10657,83359,-22017,-17540,-16523,-4364,3022,325,-4477,-849,-202,-3426,-0.14,175513,191694,-16181,-0.5800000000000001,-1130249,-0.4363915971844108,637956,2.37,2.36,45.85,-5.36,3.16,-11.12,46.32,16.46,231.17,152.69,4.47,53.29,-2.8,7.88,-7.9,50.5,19.44,292.18,219.31,-5.12,32.71,-15.83,-9.38,-22.45,32.73,6.11,150.4,90.35,-5.17,-8.9,-16.89,-49.37,3.44,12.14,-1.96,-0.48,-77.99,-6.66,3.15,3.82,-2.95,-0,0
0400000US44,44,RI,Rhode Island,1018.1393986033258,40,1052567,130655,803685,51560,4020,29988,305,8875,23479,828611,84715,660823,37225,2933,23257,240,6401,13017,223956,45940,142862,14335,1087,6731,65,2474,10462,42663,12932,3783,456,8420,273,29731,24687,1385,3659,0.36,463388,413600,49788,10.74,2677566454,1033.8142315717294,1323668539,1061.409263867051,49,1097379,182101,754050,55386,3513,38367,320,11392,52250,887594,125988,642435,41924,2699,31412,255,8453,34428,209785,56113,111615,13462,814,6955,65,2939,17822,45755,12717,3082,341,9133,161,33038,25919,1219,5900,0.28,483474,441274,42200,8.73,2677759219,1033.8886585574915,1323691129,43.26986526372525,9,44812,51446,-49635,3826,-507,8379,15,2517,28771,58983,41273,-18388,4699,-234,8155,15,2052,21411,-14171,10173,-31247,-873,-273,224,0,465,7360,3092,-215,-701,-115,713,-112,3307,1232,-166,2241,-0.07999999999999996,20086,27674,-7588,-2.01,192765,0.07442698576210205,22590,4.25,4.26,39.38,-6.18,7.42,-12.61,27.94,4.92,28.36,122.54,7.12,48.72,-2.78,12.62,-7.98,35.06,6.25,32.06,164.48,-6.33,22.14,-21.87,-6.09,-25.11,3.33,0,18.8,70.35,7.25,-1.66,-18.53,-25.22,8.47,-41.03,11.12,4.99,-11.99,61.25,4.33,6.69,-15.24,0.01,0
0400000US45,45,SC,South Carolina,153.86749521960547,51,4625364,235682,2962740,1279998,16614,58307,2113,5714,64196,3544890,154176,2365767,932892,12613,44696,1562,2825,30359,1080474,81506,596973,347106,4001,13611,551,2889,33837,139154,63765,41649,2180,19020,916,75389,46463,19413,9513,0.9,2137683,1801181,336502,15.74,77856841944,30060.69601249118,5075831885,170.24936120107216,55,5118425,352838,3178552,1269031,16591,89394,3085,19354,189580,4014460,231124,2603975,964667,13333,70272,2212,12598,116279,1103965,121714,574577,304364,3258,19122,873,6756,73301,138603,56578,31693,1537,22638,710,82025,51443,17441,13141,0.62,2344963,2048912,296051,12.62,77866132568,30064.283142624598,5074311415,16.38186598146669,4,493061,117156,215812,-10967,-23,31087,972,13640,125384,469570,76948,238208,31775,720,25576,650,9773,85920,23491,40208,-22396,-42742,-743,5511,322,3867,39464,-551,-7187,-9956,-643,3618,-206,6636,4980,-1972,3628,-0.28,207280,247731,-40451,-3.120000000000001,9290624,3.587130133419123,-1520470,10.65,10.66,49.71,7.28,-0.86,-0.14,53.32,46,238.71,195.31,13.25,49.91,10.07,3.41,5.71,57.22,41.61,345.95,283.01,2.17,49.33,-3.75,-12.31,-18.57,40.49,58.44,133.85,116.63,-0.4,-11.27,-23.9,-29.5,19.02,-22.49,8.8,10.72,-10.16,38.14,9.7,13.75,-12.02,0.01,0
0400000US46,46,SD,South Dakota,10.73960244292109,27,814180,22119,689502,9959,69476,7553,313,458,14800,611383,12917,537069,6377,42323,5522,237,242,6696,202797,9202,152433,3582,27153,2031,76,216,8104,34050,14797,6327,1187,7005,278,19253,10248,597,8408,0.78,363438,322282,41156,11.32,196349580075,75810.99992548228,3379099963,11.695970278073986,36,886667,38741,705583,17441,74595,13332,493,2050,34432,669255,23855,556081,11408,47084,9918,395,1472,19042,217412,14886,149502,6033,27511,3414,98,578,15390,32153,15744,6709,598,8107,330,16409,8979,857,6573,0.76,393375,350560,42815,10.88,196345992286,75809.61467234597,3383664203,0.9563678351528964,9,72487,16622,16081,7482,5119,5779,180,1592,19632,57872,10938,19012,5031,4761,4396,158,1230,12346,14615,5684,-2931,2451,358,1383,22,362,7286,-1897,947,382,-589,1102,52,-2844,-1269,260,-1835,-0.020000000000000018,29937,28278,1659,-0.4399999999999995,-3587789,-1.3852531363081653,4564240,8.91,8.9,75.15,2.33,75.13,7.37,76.51,57.51,347.6,132.65,9.47,84.68,3.54,78.89,11.25,79.61,66.67,508.26,184.38,7.21,61.77,-1.92,68.43,1.32,68.09,28.95,167.59,89.91,-5.57,6.4,6.04,-49.62,15.73,18.71,-14.77,-12.38,43.55,-21.82,8.24,8.77,4.03,-0,0
