geoid,name,population_e,white_e,black_e,asian_e,amind_e,hawpi_e,latino_e,medhhincome_e,inpoverty_e
24945,ZCTA5 24945,301,264,0,0,0,0,0,30664,0
24966,ZCTA5 24966,1473,1374,0,0,0,0,55,32500,331
26590,ZCTA5 26590,520,520,0,0,0,0,0,68500,20
23480,ZCTA5 23480,380,286,86,0,0,0,8,33849,30
23661,ZCTA5 23661,12812,3688,8142,38,160,0,252,50843,1971
23662,ZCTA5 23662,12066,11055,112,299,10,0,338,97242,679
23664,ZCTA5 23664,9593,6390,2041,22,0,0,717,68088,611
23665,ZCTA5 23665,6363,3576,1079,177,77,208,859,66350,473
23691,ZCTA5 23691,152,143,0,9,0,0,0,NA,0
23503,ZCTA5 23503,31915,20031,6943,793,138,45,3000,53963,3920
23507,ZCTA5 23507,6795,5749,307,257,67,0,259,76432,631
23508,ZCTA5 23508,21697,11673,7343,739,77,13,1133,56753,4706
23518,ZCTA5 23518,29301,17106,6342,1698,227,0,2652,59299,3400
23603,ZCTA5 23603,3907,1495,1449,18,0,0,809,51588,641
23604,ZCTA5 23604,6900,3412,1307,225,39,176,1388,54188,507
23605,ZCTA5 23605,13801,4725,7873,63,0,0,571,42330,2188
23663,ZCTA5 23663,13528,4964,7150,174,48,3,747,52412,3433
23701,ZCTA5 23701,23951,9167,12308,425,82,265,565,55929,2489
23805,ZCTA5 23805,19440,6164,11410,341,9,19,792,56411,2484
23828,ZCTA5 23828,333,171,162,0,0,0,0,67361,28
23837,ZCTA5 23837,4406,2524,1674,2,0,0,98,49414,524
23842,ZCTA5 23842,6458,4655,1633,14,11,0,92,84152,180
23857,ZCTA5 23857,687,687,0,0,0,0,0,58013,64
23881,ZCTA5 23881,2023,1185,787,0,0,0,0,53209,409
23924,ZCTA5 23924,5625,3095,2248,0,38,0,111,38580,1214
23938,ZCTA5 23938,233,233,0,0,0,0,0,77917,20
23005,ZCTA5 23005,17602,12945,2787,154,31,0,1219,72558,1334
23025,ZCTA5 23025,179,40,139,0,0,0,0,113846,0
23027,ZCTA5 23027,1116,818,253,0,0,0,0,33409,219
23039,ZCTA5 23039,1056,655,346,0,0,0,36,100926,84
23061,ZCTA5 23061,21271,17695,2206,212,0,0,897,77785,1650
23075,ZCTA5 23075,9414,3094,5613,0,0,0,362,46000,1489
23867,ZCTA5 23867,1930,835,1058,6,0,0,29,46316,228
23878,ZCTA5 23878,989,740,190,18,30,0,0,64943,161
23879,ZCTA5 23879,512,248,264,0,0,0,0,68977,0
23885,ZCTA5 23885,2542,1988,515,10,0,9,0,72900,204
23887,ZCTA5 23887,307,105,202,0,0,0,0,NA,0
23915,ZCTA5 23915,1215,616,472,0,0,0,110,51833,144
23942,ZCTA5 23942,1239,984,198,14,3,0,40,38188,59
23959,ZCTA5 23959,1198,947,240,11,0,0,0,60100,245
23964,ZCTA5 23964,1278,638,632,8,0,0,0,34792,125
23967,ZCTA5 23967,1137,716,421,0,0,0,0,43984,162
23462,ZCTA5 23462,65906,32597,18966,4520,182,62,6632,67082,5986
23464,ZCTA5 23464,76421,39522,18486,8321,96,27,5823,80399,5317
23116,ZCTA5 23116,31059,27758,1665,482,21,0,580,110483,970
23123,ZCTA5 23123,1922,1007,842,0,0,0,36,44957,312
23141,ZCTA5 23141,7026,5554,982,94,76,0,113,86432,154
23169,ZCTA5 23169,1069,984,65,0,0,0,20,35337,177
23176,ZCTA5 23176,370,320,50,0,0,0,0,56791,0
23177,ZCTA5 23177,664,199,443,0,0,0,0,70509,52
23185,ZCTA5 23185,47894,34814,6292,1884,135,15,3299,84085,3919
23224,ZCTA5 23224,40546,6188,25374,379,48,6,6581,39485,10417
23227,ZCTA5 23227,25931,10805,12796,613,64,9,655,50339,3483
23231,ZCTA5 23231,36564,12170,22150,116,75,0,997,56872,5514
23235,ZCTA5 23235,32627,22770,4907,1202,23,77,2599,81534,1939
23304,ZCTA5 23304,36,36,0,0,0,0,0,NA,0
23306,ZCTA5 23306,766,631,97,0,0,0,27,69209,30
23316,ZCTA5 23316,521,248,255,0,0,0,8,45476,19
23320,ZCTA5 23320,57619,30701,16914,2747,98,41,4182,73192,3933
23324,ZCTA5 23324,23893,7014,13873,492,0,14,1897,42023,5653
23354,ZCTA5 23354,159,145,9,0,0,0,0,144250,0
26656,ZCTA5 26656,250,250,0,0,0,0,0,NA,90
26711,ZCTA5 26711,2942,2917,0,0,0,0,10,49846,441
26767,ZCTA5 26767,653,653,0,0,0,0,0,35952,158
26810,ZCTA5 26810,454,454,0,0,0,0,0,NA,67
26040,ZCTA5 26040,1927,1746,10,9,0,0,63,39766,359
26041,ZCTA5 26041,16198,15725,175,9,0,92,162,43705,2845
26060,ZCTA5 26060,1912,1849,0,46,0,0,0,65571,149
26070,ZCTA5 26070,8249,8131,21,55,0,0,39,48958,1061
26074,ZCTA5 26074,1190,1098,30,8,0,0,27,40938,124
26422,ZCTA5 26422,576,499,0,0,0,0,32,58224,145
26431,ZCTA5 26431,5298,5074,16,14,0,4,133,47351,752
26436,ZCTA5 26436,178,178,0,0,0,0,0,42552,51
26501,ZCTA5 26501,22198,19696,923,213,18,0,710,54335,3483
26505,ZCTA5 26505,39235,32369,1854,2509,58,0,939,39271,11679
26534,ZCTA5 26534,2775,2667,20,0,0,0,66,28477,1298
26547,ZCTA5 26547,2696,2668,0,0,0,0,22,55893,300
26575,ZCTA5 26575,733,733,0,0,0,0,0,20781,191
26582,ZCTA5 26582,4403,4307,4,14,9,0,58,39917,818
26610,ZCTA5 26610,1162,1162,0,0,0,0,0,37788,481
26615,ZCTA5 26615,37,37,0,0,0,0,0,NA,0
26617,ZCTA5 26617,61,61,0,0,0,0,0,NA,0
26691,ZCTA5 26691,474,474,0,0,0,0,0,54028,12
26763,ZCTA5 26763,1458,1406,0,31,0,0,21,49833,74
26812,ZCTA5 26812,1819,1819,0,0,0,0,0,58657,302
26815,ZCTA5 26815,802,662,140,0,0,0,0,42115,106
26845,ZCTA5 26845,885,885,0,0,0,0,0,63355,12
26301,ZCTA5 26301,28770,26764,592,68,0,0,455,44873,5934
26369,ZCTA5 26369,622,509,67,0,0,0,46,NA,0
26386,ZCTA5 26386,2620,2603,7,0,0,0,0,50161,316
26410,ZCTA5 26410,1055,1046,0,0,9,0,0,57778,145
26421,ZCTA5 26421,120,117,0,0,0,0,0,36094,42
26444,ZCTA5 26444,3706,3651,22,0,9,0,0,50284,563
26451,ZCTA5 26451,708,667,0,0,0,0,0,60417,26
26456,ZCTA5 26456,3846,3766,0,11,0,0,8,44145,886
26508,ZCTA5 26508,34056,31154,874,890,0,0,519,70904,3673
26542,ZCTA5 26542,2486,2436,0,0,0,0,0,51786,255
26543,ZCTA5 26543,353,161,50,0,0,0,0,NA,50
26568,ZCTA5 26568,701,701,0,0,0,0,0,NA,221
26571,ZCTA5 26571,2249,2151,93,3,0,0,2,45313,415
26572,ZCTA5 26572,285,285,0,0,0,0,0,NA,117
26761,ZCTA5 26761,520,501,0,0,0,0,19,62054,32
26764,ZCTA5 26764,4204,4163,14,0,0,0,19,43529,723
26817,ZCTA5 26817,259,259,0,0,0,0,0,NA,25
26865,ZCTA5 26865,210,210,0,0,0,0,0,49907,0
26636,ZCTA5 26636,583,583,0,0,0,0,0,45272,166
26638,ZCTA5 26638,136,136,0,0,0,0,0,16597,82
26660,ZCTA5 26660,347,347,0,0,0,0,0,48523,31
26720,ZCTA5 26720,188,188,0,0,0,0,0,NA,108
26755,ZCTA5 26755,845,733,0,0,0,0,112,34659,99
26802,ZCTA5 26802,889,852,0,0,0,0,37,37500,145
26847,ZCTA5 26847,6424,6146,118,0,0,0,86,38858,699
26055,ZCTA5 26055,1258,1258,0,0,0,0,0,60962,383
26133,ZCTA5 26133,1492,1450,0,0,0,0,35,60109,151
26137,ZCTA5 26137,689,571,0,0,0,0,118,59271,74
26142,ZCTA5 26142,2367,2030,0,0,0,0,253,54181,257
26147,ZCTA5 26147,1987,1925,3,0,0,0,18,45540,334
26175,ZCTA5 26175,3621,3466,32,62,0,0,23,47206,501
26202,ZCTA5 26202,566,566,0,0,0,0,0,30781,12
17007,ZCTA5 17007,6228,5885,30,73,0,0,97,88516,22
17013,ZCTA5 17013,36184,29914,2124,570,16,5,2192,60481,3458
17018,ZCTA5 17018,4239,4141,44,11,0,0,26,69643,173
17023,ZCTA5 17023,3500,3383,17,0,0,0,85,54643,484
17026,ZCTA5 17026,4105,3909,11,12,0,0,133,76703,183
17037,ZCTA5 17037,1006,978,0,0,1,0,19,48571,196
17045,ZCTA5 17045,3316,3234,20,30,3,0,15,60967,421
17066,ZCTA5 17066,5387,4755,332,24,0,3,133,42031,928
17070,ZCTA5 17070,16119,13962,556,447,0,0,870,70731,1192
17077,ZCTA5 17077,106,106,0,0,0,0,0,NA,0
17229,ZCTA5 17229,1206,1167,0,9,0,0,18,44787,71
17235,ZCTA5 17235,949,511,289,52,0,0,0,76792,0
17241,ZCTA5 17241,12127,11595,87,38,11,0,152,58453,1118
17264,ZCTA5 17264,2423,2402,5,0,0,3,13,50733,275
17270,ZCTA5 17270,85,85,0,0,0,0,0,NA,0
17306,ZCTA5 17306,353,218,24,0,0,0,104,71786,36
17331,ZCTA5 17331,51893,47489,983,478,35,0,2172,64122,3818
17350,ZCTA5 17350,13019,11570,173,34,0,0,873,58536,1027
17362,ZCTA5 17362,13040,12031,240,162,0,31,445,70561,956
17363,ZCTA5 17363,9476,9162,58,80,0,0,107,84275,391
17368,ZCTA5 17368,7539,7038,13,31,24,0,266,62015,822
17402,ZCTA5 17402,38078,29337,2983,1497,15,0,2938,68639,2901
17407,ZCTA5 17407,2292,2000,42,21,0,95,84,98304,204
17508,ZCTA5 17508,485,429,0,12,0,0,44,NA,16
17527,ZCTA5 17527,6134,5674,84,19,0,0,230,82083,297
17529,ZCTA5 17529,4866,4409,50,217,0,0,190,59934,483
17560,ZCTA5 17560,4560,4346,0,15,0,0,120,62826,330
17578,ZCTA5 17578,7438,7165,0,13,0,0,260,68581,414
17581,ZCTA5 17581,775,711,10,0,0,0,49,80563,5
17731,ZCTA5 17731,238,237,0,0,0,0,1,85417,8
17747,ZCTA5 17747,3426,3311,5,41,0,0,56,57328,515
17767,ZCTA5 17767,170,170,0,0,0,0,0,51413,0
17777,ZCTA5 17777,7211,6949,40,30,0,21,171,53434,513
17778,ZCTA5 17778,161,159,0,0,0,0,2,41750,14
17824,ZCTA5 17824,3889,3738,39,38,0,0,6,63239,135
17881,ZCTA5 17881,1424,1384,0,0,0,0,9,56328,160
17931,ZCTA5 17931,8751,5813,1839,143,32,7,740,55186,799
17951,ZCTA5 17951,238,238,0,0,0,0,0,55667,0
17963,ZCTA5 17963,9043,8679,50,37,10,0,206,60595,834
17979,ZCTA5 17979,197,197,0,0,0,0,0,62188,0
17356,ZCTA5 17356,21302,20009,476,102,0,0,516,67507,1289
17364,ZCTA5 17364,3474,3222,12,35,0,0,112,68264,201
17372,ZCTA5 17372,4075,3208,35,40,0,0,733,67576,567
17401,ZCTA5 17401,17100,5491,4927,91,58,0,5954,30726,6254
17404,ZCTA5 17404,35899,25786,3269,531,285,6,4628,62473,3985
17536,ZCTA5 17536,2987,2987,0,0,0,0,0,76579,388
17547,ZCTA5 17547,7377,6823,67,30,0,0,330,68591,747
17097,ZCTA5 17097,801,777,0,11,0,0,0,46250,210
17099,ZCTA5 17099,1031,1031,0,0,0,0,0,50446,86
17112,ZCTA5 17112,35818,29477,2877,1191,5,0,1245,84083,1236
17219,ZCTA5 17219,406,402,0,0,0,0,0,51750,147
17238,ZCTA5 17238,1685,1664,3,0,0,0,14,56339,200
17243,ZCTA5 17243,1193,1168,3,0,0,0,9,50221,189
17266,ZCTA5 17266,507,498,5,0,0,0,0,59583,36
17267,ZCTA5 17267,2697,2633,11,5,7,0,23,59643,215
17316,ZCTA5 17316,8408,7732,28,21,0,0,564,89113,443
17318,ZCTA5 17318,455,419,0,0,0,0,36,42059,84
17320,ZCTA5 17320,7861,7442,38,11,0,0,185,82933,267
17322,ZCTA5 17322,5705,5498,6,6,106,0,39,77171,548
20118,ZCTA5 20118,7,0,7,0,0,0,0,NA,0
20119,ZCTA5 20119,3850,3555,61,87,0,0,125,109250,233
20130,ZCTA5 20130,236,236,0,0,0,0,0,61550,15
20132,ZCTA5 20132,18053,14452,598,657,25,0,1803,146505,448
20152,ZCTA5 20152,35302,15485,2325,12676,47,11,2567,164181,1193
20155,ZCTA5 20155,36642,22384,4307,4561,137,15,3867,129412,1157
20615,ZCTA5 20615,421,421,0,0,0,0,0,112130,25
20646,ZCTA5 20646,21951,14344,5302,540,204,0,689,103453,734
20657,ZCTA5 20657,19226,15013,2563,167,0,0,648,93750,1105
20664,ZCTA5 20664,3462,2447,860,10,0,0,88,87813,551
20690,ZCTA5 20690,905,812,51,42,0,0,0,75847,0
20722,ZCTA5 20722,5728,779,1762,286,21,19,2744,73636,550
20745,ZCTA5 20745,27790,1376,18898,1051,163,112,5637,65845,2711
20751,ZCTA5 20751,2091,1992,11,0,3,0,85,93355,118
20763,ZCTA5 20763,1635,1156,147,130,0,0,179,98603,149
20776,ZCTA5 20776,3271,2297,501,0,0,0,188,94580,442
20778,ZCTA5 20778,2079,1903,33,0,0,0,120,143250,107
20812,ZCTA5 20812,309,277,16,1,0,0,1,211875,20
20816,ZCTA5 20816,16316,13361,309,904,0,0,1209,216604,317
20852,ZCTA5 20852,46178,23381,4546,8513,83,1,6542,99589,3362
20861,ZCTA5 20861,1449,1135,123,106,0,0,59,205833,10
20871,ZCTA5 20871,18628,6487,3243,6214,140,0,1963,128862,818
20001,ZCTA5 20001,47748,20578,17967,3249,97,7,4318,116195,6446
20020,ZCTA5 20020,56897,1839,51347,500,141,0,2044,39400,17771
20105,ZCTA5 20105,25168,12226,3005,6863,67,31,1616,164138,333
20166,ZCTA5 20166,12236,3946,1017,3876,11,17,3092,113050,784
20175,ZCTA5 20175,34857,25489,2483,1862,128,13,3723,135449,1332
20186,ZCTA5 20186,14839,11859,1185,532,28,0,867,88107,787
20191,ZCTA5 20191,30181,17464,3594,3128,0,0,4702,119834,1939
20194,ZCTA5 20194,12467,9283,313,1485,0,0,770,136917,359
20601,ZCTA5 20601,25517,8263,12983,830,69,7,2186,103703,1184
20626,ZCTA5 20626,304,246,0,0,29,0,0,NA,16
20650,ZCTA5 20650,14672,11347,1592,572,3,0,337,92094,1110
20662,ZCTA5 20662,2876,1654,895,20,10,0,0,72813,350
20667,ZCTA5 20667,633,233,350,0,0,0,0,NA,21
20680,ZCTA5 20680,934,785,111,0,0,0,10,82344,17
20692,ZCTA5 20692,899,886,13,0,0,0,0,139417,41
20715,ZCTA5 20715,27556,13199,8889,1440,0,0,2787,117224,1010
20716,ZCTA5 20716,22237,4627,13868,1244,89,0,1302,100861,758
20721,ZCTA5 20721,29730,1973,25281,438,47,0,834,131508,1095
20732,ZCTA5 20732,9820,8038,867,137,52,0,231,106438,383
20735,ZCTA5 20735,38220,2996,30936,1053,97,13,2489,112388,1876
20743,ZCTA5 20743,37888,995,32169,284,107,0,3632,65152,4645
20815,ZCTA5 20815,30664,23603,1546,2094,147,6,2322,156686,1298
20842,ZCTA5 20842,1676,1500,82,5,0,0,64,106360,57
20850,ZCTA5 20850,53176,25742,6843,12580,47,0,4863,109704,3619
20862,ZCTA5 20862,341,260,0,0,0,0,81,154875,0
20866,ZCTA5 20866,16365,3398,8238,2650,20,0,1612,98227,1446
20874,ZCTA5 20874,61087,21045,14724,9113,14,14,14033,94378,3933
20876,ZCTA5 20876,30778,8409,6891,7604,0,0,6687,96558,2245
20878,ZCTA5 20878,63030,30176,6338,16150,213,0,7804,132917,3200
20882,ZCTA5 20882,13988,9783,783,1194,0,0,1855,148209,435
20032,ZCTA5 20032,42800,3045,36584,189,22,0,1914,37045,12887
20036,ZCTA5 20036,5455,4166,203,510,0,59,408,96771,764
20117,ZCTA5 20117,2295,1921,196,11,17,1,128,89183,194
20794,ZCTA5 20794,17939,7114,7754,817,26,0,1737,89324,463
20814,ZCTA5 20814,29021,21261,1472,2610,47,5,2590,127223,1109
20838,ZCTA5 20838,302,268,0,2,0,0,32,126250,1
20877,ZCTA5 20877,38423,8915,7286,4765,14,5,16176,73666,4391
24991,ZCTA5 24991,767,743,0,0,0,0,0,51771,128
22476,ZCTA5 22476,238,108,120,0,0,0,0,NA,28
22529,ZCTA5 22529,154,30,124,0,0,0,0,30917,0
22542,ZCTA5 22542,1761,1382,229,0,99,0,51,69598,115
22620,ZCTA5 22620,2653,2416,95,9,0,0,53,106583,113
22625,ZCTA5 22625,3469,3300,30,0,76,0,25,85242,62
22637,ZCTA5 22637,2443,2431,0,12,0,0,0,92743,114
22650,ZCTA5 22650,499,479,0,20,0,0,0,57639,0
22655,ZCTA5 22655,21982,17922,917,355,36,48,1753,79644,1450
22548,ZCTA5 22548,511,189,0,0,0,0,0,15844,448
22514,ZCTA5 22514,2195,1570,338,62,16,0,55,64722,275
22534,ZCTA5 22534,3228,2748,250,77,2,0,112,62434,266
22535,ZCTA5 22535,554,325,102,0,0,0,118,46250,111
22640,ZCTA5 22640,459,375,0,0,0,0,67,57019,94
22642,ZCTA5 22642,5022,4492,147,71,0,0,217,82177,310
22652,ZCTA5 22652,1543,1456,0,0,0,0,64,62614,65
22660,ZCTA5 22660,1943,1755,37,0,0,0,85,54688,202
22728,ZCTA5 22728,2834,2503,193,4,0,0,134,92692,92
22733,ZCTA5 22733,917,685,106,61,0,0,40,82454,120
22737,ZCTA5 22737,3348,2769,82,51,0,0,407,70270,32
22811,ZCTA5 22811,619,612,0,0,0,0,7,59321,29
22824,ZCTA5 22824,6253,5855,120,9,0,0,266,60445,489
22831,ZCTA5 22831,1199,1178,13,0,0,0,0,66136,57
22840,ZCTA5 22840,4679,4143,114,17,0,0,295,77930,496
22842,ZCTA5 22842,5374,4236,162,35,20,0,642,53780,654
22845,ZCTA5 22845,9,9,0,0,0,0,0,NA,0
22853,ZCTA5 22853,3982,3551,15,13,0,0,360,53622,523
22902,ZCTA5 22902,25245,17435,4048,911,56,31,2212,64862,3566
22911,ZCTA5 22911,17441,13939,1279,797,34,0,832,81075,944
22923,ZCTA5 22923,5653,5276,242,18,0,0,90,78512,172
22947,ZCTA5 22947,3956,3205,431,131,30,0,50,94375,188
22959,ZCTA5 22959,1380,1185,127,0,0,0,55,75278,37
22980,ZCTA5 22980,32337,26260,3222,239,91,72,1902,49913,4239
22039,ZCTA5 22039,17598,13218,810,2222,0,0,845,207724,318
22060,ZCTA5 22060,9489,5505,1546,542,14,51,1178,84384,376
22124,ZCTA5 22124,18530,12789,199,2998,103,0,1668,164332,614
22134,ZCTA5 22134,7537,4274,1271,329,47,105,1161,67356,153
22304,ZCTA5 22304,48510,20057,13902,3821,67,15,8041,82161,6003
22310,ZCTA5 22310,32380,15648,5048,4302,76,20,5755,127815,1309
22315,ZCTA5 22315,29470,16009,5141,3468,0,0,3504,131586,737
22432,ZCTA5 22432,241,62,179,0,0,0,0,NA,179
22480,ZCTA5 22480,647,626,10,2,0,0,6,73833,29
22520,ZCTA5 22520,5636,3322,1808,2,22,1,365,62326,715
22576,ZCTA5 22576,2513,1379,1134,0,0,0,0,43224,236
22602,ZCTA5 22602,29616,24366,1315,420,64,33,2547,82823,1530
24502,ZCTA5 24502,46044,33046,7611,1409,121,0,2415,50112,6154
24558,ZCTA5 24558,5813,3569,1955,0,0,0,140,34872,948
24562,ZCTA5 24562,526,486,40,0,0,0,0,54107,85
24572,ZCTA5 24572,16691,11768,3731,77,84,19,108,50915,2579
24580,ZCTA5 24580,531,423,108,0,0,0,0,48750,103
24581,ZCTA5 24581,27,0,27,0,0,0,0,NA,0
24589,ZCTA5 24589,3170,2031,623,97,0,0,27,47425,235
24601,ZCTA5 24601,0,0,0,0,0,0,0,NA,0
24604,ZCTA5 24604,189,183,6,0,0,0,0,17616,78
24605,ZCTA5 24605,7870,7157,410,75,44,0,128,48062,687
24612,ZCTA5 24612,165,165,0,0,0,0,0,NA,65
24631,ZCTA5 24631,2334,1950,273,11,0,0,70,32500,494
24634,ZCTA5 24634,462,462,0,0,0,0,0,31042,65
24641,ZCTA5 24641,5489,5282,96,0,6,15,8,31300,1227
25514,ZCTA5 25514,3914,3862,0,0,0,0,34,39028,939
24639,ZCTA5 24639,3412,3322,3,10,0,0,0,33169,970
24657,ZCTA5 24657,381,365,16,0,0,0,0,36838,76
24737,ZCTA5 24737,179,179,0,0,0,0,0,NA,105
24811,ZCTA5 24811,678,678,0,0,0,0,0,47431,125
24817,ZCTA5 24817,876,863,0,0,0,0,6,19408,247
24823,ZCTA5 24823,489,489,0,0,0,0,0,36667,59
24839,ZCTA5 24839,1559,1559,0,0,0,0,0,50194,229
24867,ZCTA5 24867,426,396,0,30,0,0,0,NA,179
24871,ZCTA5 24871,201,201,0,0,0,0,0,46250,117
24872,ZCTA5 24872,583,583,0,0,0,0,0,24556,245
24881,ZCTA5 24881,373,373,0,0,0,0,0,35662,11
24884,ZCTA5 24884,311,311,0,0,0,0,0,42652,211
24892,ZCTA5 24892,1702,1673,29,0,0,0,0,26000,777
24894,ZCTA5 24894,128,128,0,0,0,0,0,25833,21
24224,ZCTA5 24224,5866,5815,5,0,23,0,23,35200,1583
24228,ZCTA5 24228,6449,6238,43,0,8,0,71,32853,1452
24239,ZCTA5 24239,241,241,0,0,0,0,0,26932,176
24256,ZCTA5 24256,3471,3372,40,18,0,0,37,27975,900
24273,ZCTA5 24273,6072,5610,122,184,0,0,48,30667,1479
24301,ZCTA5 24301,14164,12599,732,81,0,42,308,51072,2536
24323,ZCTA5 24323,893,776,26,0,0,0,0,51705,42
24326,ZCTA5 24326,1030,970,1,0,0,0,9,47955,61
24330,ZCTA5 24330,3078,2784,6,0,22,0,233,30885,902
24347,ZCTA5 24347,1619,1566,0,0,0,0,39,53333,311
24348,ZCTA5 24348,4760,3906,749,0,5,0,74,37125,771
24361,ZCTA5 24361,5795,5425,251,36,0,0,55,57198,559
24368,ZCTA5 24368,5252,5072,8,0,62,25,32,50727,691
24377,ZCTA5 24377,329,329,0,0,0,0,0,51083,30
24944,ZCTA5 24944,529,520,0,0,0,0,9,49464,110
24312,ZCTA5 24312,1678,1489,96,0,0,0,93,37044,396
24412,ZCTA5 24412,27,27,0,0,0,0,0,NA,0
24258,ZCTA5 24258,1577,1577,0,0,0,0,0,36989,97
24325,ZCTA5 24325,1020,994,0,0,0,0,26,37115,201
24130,ZCTA5 24130,15,15,0,0,0,0,0,NA,0
24246,ZCTA5 24246,492,492,0,0,0,0,0,31161,105
24411,ZCTA5 24411,52,52,0,0,0,0,0,NA,0
24476,ZCTA5 24476,225,225,0,0,0,0,0,74464,0
24570,ZCTA5 24570,0,0,0,0,0,0,0,NA,0
24729,ZCTA5 24729,237,237,0,0,0,0,0,27292,85
24738,ZCTA5 24738,264,264,0,0,0,0,0,72938,47
24826,ZCTA5 24826,66,66,0,0,0,0,0,24464,34
24834,ZCTA5 24834,459,459,0,0,0,0,0,NA,88
24847,ZCTA5 24847,258,258,0,0,0,0,0,NA,19
24878,ZCTA5 24878,529,519,10,0,0,0,0,27667,197
24613,ZCTA5 24613,560,560,0,0,0,0,0,36932,199
24635,ZCTA5 24635,1420,1034,230,11,0,0,45,19036,119
24649,ZCTA5 24649,2705,2464,0,0,39,0,163,40801,599
24714,ZCTA5 24714,157,157,0,0,0,0,0,NA,8
24716,ZCTA5 24716,367,367,0,0,0,0,0,NA,94
24747,ZCTA5 24747,2958,2869,0,0,0,0,83,30109,1096
24808,ZCTA5 24808,518,494,10,0,0,0,14,30139,83
24816,ZCTA5 24816,139,94,45,0,0,0,0,60110,0
24853,ZCTA5 24853,436,356,80,0,0,0,0,NA,64
24879,ZCTA5 24879,602,602,0,0,0,0,0,28235,280
24861,ZCTA5 24861,114,33,81,0,0,0,0,2499,81
24870,ZCTA5 24870,2711,2646,65,0,0,0,0,41111,617
24873,ZCTA5 24873,622,551,0,0,0,0,0,49107,86
24701,ZCTA5 24701,19800,16211,2800,8,87,0,246,36106,3685
26218,ZCTA5 26218,2969,2944,0,15,0,0,10,38194,837
25979,ZCTA5 25979,717,677,0,0,0,0,7,27350,179
25009,ZCTA5 25009,1157,1157,0,0,0,0,0,26607,350
25028,ZCTA5 25028,285,285,0,0,0,0,0,24375,122
25035,ZCTA5 25035,1105,1039,0,0,13,0,0,25897,641
25036,ZCTA5 25036,163,70,93,0,0,0,0,NA,0
25162,ZCTA5 25162,368,367,0,0,0,0,0,56667,37
25414,ZCTA5 25414,18252,14592,1292,293,0,0,1424,82103,1739
25565,ZCTA5 25565,556,550,0,0,0,0,0,24663,289
25840,ZCTA5 25840,7400,7087,223,0,0,0,43,42109,1443
25989,ZCTA5 25989,110,110,0,0,0,0,0,NA,0
25082,ZCTA5 25082,2000,1992,0,0,0,0,8,73906,185
25061,ZCTA5 25061,842,842,0,0,0,0,0,63438,157
25062,ZCTA5 25062,127,127,0,0,0,0,0,22031,45
25093,ZCTA5 25093,310,310,0,0,0,0,0,NA,93
25112,ZCTA5 25112,75,63,10,0,0,0,2,NA,0
25142,ZCTA5 25142,486,486,0,0,0,0,0,55000,88
25156,ZCTA5 25156,165,165,0,0,0,0,0,32724,37
25180,ZCTA5 25180,93,93,0,0,0,0,0,NA,31
25185,ZCTA5 25185,851,710,109,0,3,0,29,NA,0
25201,ZCTA5 25201,32,32,0,0,0,0,0,NA,32
25203,ZCTA5 25203,17,17,0,0,0,0,0,NA,0
25305,ZCTA5 25305,0,0,0,0,0,0,0,NA,0
25403,ZCTA5 25403,13829,11519,725,399,30,0,849,75108,1079
25404,ZCTA5 25404,21729,17044,1981,197,29,0,1269,58471,2393
25405,ZCTA5 25405,14213,12049,1073,118,0,0,506,71754,1446
25432,ZCTA5 25432,105,101,0,4,0,0,0,39844,6
25690,ZCTA5 25690,270,270,0,0,0,0,0,34402,47
25810,ZCTA5 25810,66,39,27,0,0,0,0,NA,27
25811,ZCTA5 25811,28,28,0,0,0,0,0,NA,0
25264,ZCTA5 25264,241,241,0,0,0,0,0,45074,6
25309,ZCTA5 25309,13554,11648,689,293,12,0,257,50509,1896
25044,ZCTA5 25044,232,232,0,0,0,0,0,41719,0
25873,ZCTA5 25873,441,441,0,0,0,0,0,39095,0
25876,ZCTA5 25876,88,88,0,0,0,0,0,NA,0
25906,ZCTA5 25906,364,364,0,0,0,0,0,37917,50
25911,ZCTA5 25911,88,41,47,0,0,0,0,NA,41
25115,ZCTA5 25115,110,110,0,0,0,0,0,32353,0
25430,ZCTA5 25430,8517,7029,541,74,0,0,358,72567,896
25854,ZCTA5 25854,1063,1063,0,0,0,0,0,50250,106
25969,ZCTA5 25969,1118,1118,0,0,0,0,0,41641,46
25868,ZCTA5 25868,425,425,0,0,0,0,0,49853,17
25871,ZCTA5 25871,813,783,30,0,0,0,0,28306,316
25913,ZCTA5 25913,282,282,0,0,0,0,0,46010,20
25917,ZCTA5 25917,2202,1988,121,8,85,0,0,30776,714
25922,ZCTA5 25922,285,285,0,0,0,0,0,53092,20
25857,ZCTA5 25857,78,78,0,0,0,0,0,NA,15
25862,ZCTA5 25862,147,147,0,0,0,0,0,NA,0
25005,ZCTA5 25005,150,150,0,0,0,0,0,NA,48
25844,ZCTA5 25844,1332,1332,0,0,0,0,0,69528,195
25823,ZCTA5 25823,2074,1889,102,0,0,0,0,31490,323
25827,ZCTA5 25827,1955,1878,17,14,0,0,0,50758,180
25831,ZCTA5 25831,1856,1848,0,0,0,0,8,54423,206
25915,ZCTA5 25915,139,136,1,0,0,0,0,35667,34
25918,ZCTA5 25918,4507,4176,101,0,50,0,0,53482,686
25938,ZCTA5 25938,1294,1294,0,0,0,0,0,55313,97
25978,ZCTA5 25978,507,493,14,0,0,0,0,45000,98
